Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Ivanisevic G.,Saulnier C.,Ivanisevic G.,63,167,-1,-1,-1.0,-1.0,6-7 7-6 6-0
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Bastl G.,Johansson T.,Johansson T.,74,41,-1,-1,-1.0,-1.0,0-6 6-7
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Kafelnikov Y.,Pozzi G.,Kafelnikov Y.,3,89,-1,-1,-1.0,-1.0,1-6 6-4 6-4
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Hrbaty D.,Kroslak J.,Kroslak J.,24,114,-1,-1,-1.0,-1.0,6-7 4-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Ljubicic I.,Voinea A.,Ljubicic I.,69,80,-1,-1,-1.0,-1.0,6-3 7-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Arthurs W.,Rosset M.,Rosset M.,106,77,-1,-1,-1.0,-1.0,3-6 3-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Santoro F.,Wessels P.,Santoro F.,38,110,-1,-1,-1.0,-1.0,7-5 6-2
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Raoux G.,Siemerink J.,Siemerink J.,186,91,-1,-1,-1.0,-1.0,6-7 6-2 6-7
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Vinciguerra A.,Safin M.,Vinciguerra A.,84,23,-1,-1,-1.0,-1.0,6-3 6-3
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Johansson T.,Federer R.,Federer R.,41,67,-1,-1,-1.0,-1.0,3-6 2-6
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Grosjean S.,Roux L.,Grosjean S.,20,203,-1,-1,-1.0,-1.0,6-4 3-6 6-4
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Kroslak J.,Guardiola T.,Guardiola T.,114,147,-1,-1,-1.0,-1.0,3-6 3-6
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Ivanisevic G.,Enqvist T.,Ivanisevic G.,63,12,-1,-1,-1.0,-1.0,6-4 6-3
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Ljubicic I.,Ljubicic I.,3,69,-1,-1,-1.0,-1.0,6-7 3-6
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Rosset M.,Clement A.,Rosset M.,77,51,-1,-1,-1.0,-1.0,6-4 7-5
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Siemerink J.,Santoro F.,Santoro F.,91,38,-1,-1,-1.0,-1.0,4-6 6-1 2-6
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Vinciguerra A.,Diaz J.,Vinciguerra A.,84,87,-1,-1,-1.0,-1.0,7-6 6-2
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Federer R.,Federer R.,69,67,-1,-1,-1.0,-1.0,2-6 6-3 6-7
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Grosjean S.,Vinciguerra A.,Grosjean S.,20,84,-1,-1,-1.0,-1.0,6-4 6-4
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Ivanisevic G.,Rosset M.,Rosset M.,63,77,-1,-1,-1.0,-1.0,4-6 6-3 2-6
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Santoro F.,Guardiola T.,Santoro F.,38,147,-1,-1,-1.0,-1.0,6-4 7-6
Marseille Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Santoro F.,Federer R.,Federer R.,38,67,-1,-1,-1.0,-1.0,6-7 5-7
Marseille Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Rosset M.,Grosjean S.,Rosset M.,77,20,-1,-1,-1.0,-1.0,6-3 6-3
Marseille Open,2000-02-07,International,Indoor,Hard,The Final,3,Federer R.,Rosset M.,Rosset M.,67,77,-1,-1,-1.0,-1.0,6-2 3-6 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Agenor R.,King P.,Agenor R.,94,587,-1,-1,-1.0,-1.0,7-5 6-2
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Srichaphan P.,Chang M.,Chang M.,96,42,-1,-1,-1.0,-1.0,5-7 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Courier J.,Taino E.,Courier J.,44,397,-1,-1,-1.0,-1.0,6-3 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Salzenstein J.,Ferreira W.,Ferreira W.,698,53,-1,-1,-1.0,-1.0,4-6 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Gimelstob J.,Gambill J.M.,Gimelstob J.,95,55,-1,-1,-1.0,-1.0,7-6 6-2
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Blake J.,Goldstein P.,Goldstein P.,241,98,-1,-1,-1.0,-1.0,3-6 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Gumy H.,Woodbridge T.,Gumy H.,64,179,-1,-1,-1.0,-1.0,6-4 6-2
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Rodriguez M.,Larsson M.,Larsson M.,127,82,-1,-1,-1.0,-1.0,2-6 1-6
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Liukko V.,Tieleman L.,Liukko V.,188,99,-1,-1,-1.0,-1.0,7-5 6-3
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Fromberg R.,Malisse X.,Malisse X.,71,143,-1,-1,-1.0,-1.0,6-7 6-0 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Mamiit C.,Alonso J.,Mamiit C.,97,117,-1,-1,-1.0,-1.0,6-4 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Canas G.,Philippoussis M.,Philippoussis M.,73,17,-1,-1,-1.0,-1.0,6-7 6-4 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Sargsian S.,van Lottum J.,Sargsian S.,60,66,-1,-1,-1.0,-1.0,6-2 6-3
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Squillari F.,Tillstrom M.,Tillstrom M.,46,79,-1,-1,-1.0,-1.0,5-7 5-7
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Woodforde M.,Humphries S.,Woodforde M.,125,584,-1,-1,-1.0,-1.0,6-4 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Massu N.,Zib T.,Zib T.,100,120,-1,-1,-1.0,-1.0,4-6 2-6
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Chang M.,Mamiit C.,Chang M.,42,97,-1,-1,-1.0,-1.0,6-2 6-3
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Gumy H.,Courier J.,Courier J.,64,44,-1,-1,-1.0,-1.0,5-7 7-6 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Ferreira W.,Liukko V.,Ferreira W.,53,188,-1,-1,-1.0,-1.0,6-3 6-3
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Zib T.,Gimelstob J.,Gimelstob J.,120,95,-1,-1,-1.0,-1.0,4-6 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Goldstein P.,Malisse X.,Goldstein P.,98,143,-1,-1,-1.0,-1.0,6-2 3-6 7-5
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Woodforde M.,Larsson M.,Larsson M.,125,82,-1,-1,-1.0,-1.0,3-6 6-3 3-6
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Philippoussis M.,Agenor R.,Philippoussis M.,17,94,-1,-1,-1.0,-1.0,6-3 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Sargsian S.,Tillstrom M.,Tillstrom M.,60,79,-1,-1,-1.0,-1.0,6-4 6-7 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Courier J.,Goldstein P.,Courier J.,44,98,-1,-1,-1.0,-1.0,6-4 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Larsson M.,Ferreira W.,Ferreira W.,82,53,-1,-1,-1.0,-1.0,6-4 3-6 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Philippoussis M.,Gimelstob J.,Philippoussis M.,17,95,-1,-1,-1.0,-1.0,7-6 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Chang M.,Tillstrom M.,Tillstrom M.,42,79,-1,-1,-1.0,-1.0,6-2 3-6 3-6
Sybase Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Philippoussis M.,Courier J.,Philippoussis M.,17,44,-1,-1,-1.0,-1.0,4-6 6-3 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Ferreira W.,Tillstrom M.,Tillstrom M.,53,79,-1,-1,-1.0,-1.0,6-7 6-2 3-6
Sybase Open,2000-02-07,International,Indoor,Hard,The Final,3,Philippoussis M.,Tillstrom M.,Philippoussis M.,17,79,-1,-1,-1.0,-1.0,7-5 4-6 6-3
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Sekulov J.,Levy H.,Levy H.,123,175,-1,-1,-1.0,-1.0,4-6 1-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,MacPhie B.,Manta L.,MacPhie B.,419,104,-1,-1,-1.0,-1.0,6-3 3-6 6-3
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Jensen L.,Mamiit C.,Mamiit C.,-1,135,-1,-1,-1.0,-1.0,5-7 2-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Massu N.,Etlis G.,Massu N.,99,126,-1,-1,-1.0,-1.0,7-5 6-1
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Behrend T.,Popp A.,Popp A.,100,109,-1,-1,-1.0,-1.0,1-6 5-7
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Pretzsch A.,Knowles M.,Pretzsch A.,131,227,-1,-1,-1.0,-1.0,6-4 6-3
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Goldstein P.,Reneberg R.,Reneberg R.,94,204,-1,-1,-1.0,-1.0,4-6 2-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Rodriguez M.,Gimelstob J.,Rodriguez M.,127,95,-1,-1,-1.0,-1.0,7-6 7-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Agenor R.,Sa A.,Sa A.,90,118,-1,-1,-1.0,-1.0,4-6 1-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Salzenstein J.,Jonsson F.,Salzenstein J.,596,122,-1,-1,-1.0,-1.0,7-6 6-1
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Dupuis A.,Sanguinetti D.,Sanguinetti D.,93,113,-1,-1,-1.0,-1.0,6-7 1-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Srichaphan P.,Caratti C.,Srichaphan P.,96,176,-1,-1,-1.0,-1.0,4-6 6-3 6-4
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Lareau S.,Stanoytchev O.,Stanoytchev O.,106,105,-1,-1,-1.0,-1.0,6-7 6-3 6-7
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Tieleman L.,Bryan B.,Tieleman L.,97,193,-1,-1,-1.0,-1.0,6-4 3-6 6-3
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Alonso J.,Woodforde M.,Woodforde M.,116,125,-1,-1,-1.0,-1.0,4-6 2-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Zib T.,Hantschk M.,Zib T.,112,101,-1,-1,-1.0,-1.0,6-3 7-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Rodriguez M.,Black B.,Black B.,127,76,-1,-1,-1.0,-1.0,2-6 3-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Chang M.,Pretzsch A.,Chang M.,43,131,-1,-1,-1.0,-1.0,5-7 6-2 6-1
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Popp A.,Ferreira W.,Ferreira W.,109,46,-1,-1,-1.0,-1.0,5-7 5-7
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Fromberg R.,Sanguinetti D.,Fromberg R.,70,113,-1,-1,-1.0,-1.0,2-6 6-3 6-3
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Stanoytchev O.,Gambill J.M.,Gambill J.M.,105,55,-1,-1,-1.0,-1.0,2-6 3-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Gumy H.,Massu N.,Gumy H.,64,99,-1,-1,-1.0,-1.0,7-5 7-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Salzenstein J.,Haas T.,Haas T.,596,21,-1,-1,-1.0,-1.0,2-6 6-2 4-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Larsson M.,Zib T.,Larsson M.,78,112,-1,-1,-1.0,-1.0,7-6 6-4
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Mirnyi M.,Mamiit C.,Mamiit C.,57,135,-1,-1,-1.0,-1.0,6-7 3-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Philippoussis M.,MacPhie B.,Philippoussis M.,16,419,-1,-1,-1.0,-1.0,6-2 6-4
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Spadea V.,Sa A.,Sa A.,30,118,-1,-1,-1.0,-1.0,4-6 3-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Sargsian S.,Levy H.,Sargsian S.,58,175,-1,-1,-1.0,-1.0,6-2 6-3
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Srichaphan P.,Schuettler R.,Schuettler R.,96,56,-1,-1,-1.0,-1.0,7-5 3-6 3-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Tieleman L.,Courier J.,Tieleman L.,97,38,-1,-1,-1.0,-1.0,7-6 6-0
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Reneberg R.,Tillstrom M.,Tillstrom M.,204,65,-1,-1,-1.0,-1.0,2-6 2-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Woodruff C.,Woodforde M.,Woodruff C.,37,125,-1,-1,-1.0,-1.0,3-6 7-5 6-3
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Woodruff C.,Black B.,Black B.,37,76,-1,-1,-1.0,-1.0,2-6 6-3 4-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Chang M.,Gumy H.,Chang M.,43,64,-1,-1,-1.0,-1.0,6-2 6-0
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Mamiit C.,Ferreira W.,Ferreira W.,135,46,-1,-1,-1.0,-1.0,6-2 2-6 2-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Haas T.,Tillstrom M.,Haas T.,21,65,-1,-1,-1.0,-1.0,6-2 3-6 7-5
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Fromberg R.,Sa A.,Sa A.,70,118,-1,-1,-1.0,-1.0,4-6 6-7
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Sargsian S.,Tieleman L.,Sargsian S.,58,97,-1,-1,-1.0,-1.0,6-2 6-2
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Gambill J.M.,Schuettler R.,Schuettler R.,55,56,-1,-1,-1.0,-1.0,2-6 6-1 6-7
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Black B.,Chang M.,Black B.,76,43,-1,-1,-1.0,-1.0,7-5 6-2
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Ferreira W.,Haas T.,Haas T.,46,21,-1,-1,-1.0,-1.0,3-6 6-2 4-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Larsson M.,Schuettler R.,Larsson M.,78,56,-1,-1,-1.0,-1.0,2-6 7-6 6-3
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Sargsian S.,Sa A.,Sa A.,58,118,-1,-1,-1.0,-1.0,4-6 4-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Black B.,Haas T.,Black B.,76,21,-1,-1,-1.0,-1.0,7-6 7-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Sa A.,Larsson M.,Larsson M.,118,78,-1,-1,-1.0,-1.0,6-3 6-7 4-6
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,The Final,3,Larsson M.,Black B.,Larsson M.,78,76,-1,-1,-1.0,-1.0,6-2 1-6 6-3
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Lapentti N.,Bjorkman J.,Bjorkman J.,9,69,-1,-1,-1.0,-1.0,6-7 2-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Dewulf F.,Ivanisevic G.,Dewulf F.,280,61,-1,-1,-1.0,-1.0,6-3 2-6 6-4
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Prinosil D.,Escude N.,Escude N.,84,34,-1,-1,-1.0,-1.0,4-6 1-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Golmard J.,Zabaleta M.,Golmard J.,49,33,-1,-1,-1.0,-1.0,6-2 6-3
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Medvedev A.,Grosjean S.,Grosjean S.,36,19,-1,-1,-1.0,-1.0,5-7 3-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Henman T.,Martin A.,Henman T.,11,51,-1,-1,-1.0,-1.0,6-2 6-2
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Safin M.,Hrbaty D.,Hrbaty D.,26,23,-1,-1,-1.0,-1.0,6-4 1-6 6-7
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Kafelnikov Y.,Kulti N.,Kafelnikov Y.,2,121,-1,-1,-1.0,-1.0,6-2 6-2
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Vacek D.,Kiefer N.,Kiefer N.,44,4,-1,-1,-1.0,-1.0,2-6 4-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Norman M.,Schalken S.,Norman M.,5,50,-1,-1,-1.0,-1.0,6-2 6-7 6-3
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Johansson T.,Novak J.,Novak J.,41,40,-1,-1,-1.0,-1.0,3-6 2-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Pioline C.,Voinea A.,Pioline C.,15,81,-1,-1,-1.0,-1.0,6-2 6-3
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Kucera K.,Rusedski G.,Rusedski G.,29,13,-1,-1,-1.0,-1.0,2-6 5-7
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Santoro F.,Alami K.,Santoro F.,35,28,-1,-1,-1.0,-1.0,7-5 6-4
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Enqvist T.,Siemerink J.,Siemerink J.,12,98,-1,-1,-1.0,-1.0,3-6 6-7
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Wessels P.,Pavel A.,Wessels P.,110,63,-1,-1,-1.0,-1.0,6-4 6-7 6-4
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Siemerink J.,Golmard J.,Golmard J.,98,49,-1,-1,-1.0,-1.0,4-6 6-7
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Henman T.,Santoro F.,Henman T.,11,35,-1,-1,-1.0,-1.0,6-2 7-5
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Bjorkman J.,Hrbaty D.,Hrbaty D.,69,23,-1,-1,-1.0,-1.0,6-7 3-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Escude N.,Kafelnikov Y.,2,34,-1,-1,-1.0,-1.0,6-3 6-3
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Novak J.,Kiefer N.,Kiefer N.,40,4,-1,-1,-1.0,-1.0,4-6 6-7
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Norman M.,Wessels P.,Norman M.,5,110,-1,-1,-1.0,-1.0,6-4 6-3
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Grosjean S.,Pioline C.,Pioline C.,19,15,-1,-1,-1.0,-1.0,6-7 7-6 3-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Rusedski G.,Dewulf F.,Rusedski G.,13,280,-1,-1,-1.0,-1.0,7-6 6-4
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Norman M.,Golmard J.,Golmard J.,5,49,-1,-1,-1.0,-1.0,4-6 3-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Henman T.,Hrbaty D.,Henman T.,11,23,-1,-1,-1.0,-1.0,7-6 6-2
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Rusedski G.,Kafelnikov Y.,Kafelnikov Y.,13,2,-1,-1,-1.0,-1.0,7-6 4-6 4-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Pioline C.,Kiefer N.,Pioline C.,15,4,-1,-1,-1.0,-1.0,2-6 6-3 7-5
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Kafelnikov Y.,Henman T.,Henman T.,2,11,-1,-1,-1.0,-1.0,3-6 6-4 3-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Pioline C.,Golmard J.,Pioline C.,15,49,-1,-1,-1.0,-1.0,6-3 6-4
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,The Final,3,Henman T.,Pioline C.,Pioline C.,11,15,-1,-1,-1.0,-1.0,7-6 4-6 6-7
